"TABLE_NAME";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH";"CHAR_LENGTH";"NULLABLE";"DATA_PRECISION";"DATA_SCALE"
"LUAIMPORTACION";"PRI_REGIMEN";"CHAR";"1";"1";"N";"";""
"LUAIMPORTACION";"CUE_CUIT";"VARCHAR2";"13";"13";"N";"";""
"LUAIMPORTACION";"PRI_ALICUOTA";"NUMBER";"22";"0";"N";"4";"2"
"MARCASBC";"MBC_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MARCASBC";"MBC_DENOM";"VARCHAR2";"40";"40";"Y";"";""
"MARCASDET";"MAR_MARCA";"VARCHAR2";"5";"5";"N";"";""
"MARCASDET";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MARCASDET";"MAD_FECHACARGA";"DATE";"7";"0";"N";"";""
"MARCASDET";"USU_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"MENUDENCIAS";"MEN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"MENUDENCIAS";"TIPMEN_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"MENUDENCIAS";"MEN_FECHA";"DATE";"7";"0";"N";"";""
"MENUDENCIAS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MENUDENCIAS";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"MENUDENCIAS";"MEN_REMITO";"NUMBER";"22";"0";"Y";"8";"0"
"MENUDENCIAS";"MEN_REMPUESTO";"NUMBER";"22";"0";"Y";"4";"0"
"MENUDENCIAS";"MEN_REMLETRA";"VARCHAR2";"1";"1";"Y";"";""
"MENUDENCIAS";"MEN_OBSERVACION";"VARCHAR2";"200";"200";"Y";"";""
"MENUDENCIAS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MENUDENCIAS";"MEN_FECCAR";"DATE";"7";"0";"N";"";""
"MENUDENCIAS";"MEN_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"MENUDENCIASDET";"MEN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"MENUDENCIASDET";"MENDET_ITEM";"NUMBER";"22";"0";"N";"4";"0"
"MENUDENCIASDET";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MENUDENCIASDET";"MENDET_UNIDAD";"NUMBER";"22";"0";"N";"4";"0"
"MENUDENCIASDET";"MENDET_KILOS";"NUMBER";"22";"0";"N";"10";"2"
"MENUDENCIASDET";"MENDET_PRECIO";"NUMBER";"22";"0";"N";"10";"3"
"MENUDENCIASDET";"MENDET_OBSERVACION";"VARCHAR2";"50";"50";"Y";"";""
"MENUES";"MEN_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MENUES";"MEN_DENOM";"VARCHAR2";"60";"60";"Y";"";""
"MENUESDET";"MEN_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MENUESDET";"MED_ITEM";"NUMBER";"22";"0";"N";"6";"0"
"MENUESDET";"MED_DENOM";"VARCHAR2";"60";"60";"Y";"";""
"MENUESDET";"MED_PADRE";"NUMBER";"22";"0";"Y";"6";"0"
"MENUESDET";"PROC_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"MIPYMECRONOGRAMA";"MP_ACTIVIDAD";"NUMBER";"22";"0";"N";"8";"0"
"MIPYMECRONOGRAMA";"MPC_FECINICIO";"DATE";"7";"0";"N";"";""
"MIPYMECRONOGRAMA";"MPC_MONTO";"NUMBER";"22";"0";"Y";"10";"2"
"MIPYMECUIT";"MP_CUIT";"NUMBER";"22";"0";"N";"11";"0"
"MIPYMECUIT";"MP_ACTIVIDAD";"NUMBER";"22";"0";"Y";"8";"0"
"MIPYMECUIT";"MP_FECINICIO";"DATE";"7";"0";"N";"";""
"MIPYMECUIT";"MP_FECCONSULTA";"DATE";"7";"0";"N";"";""
"MIPYMECUIT";"MP_MONTOMINIMO";"NUMBER";"22";"0";"N";"12";"2"
"MOTIVOS";"MOT_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MOTIVOS";"MOT_DENOM";"VARCHAR2";"25";"25";"N";"";""
"MOTIVOSXARTICULOS";"MOT_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MOTIVOSXARTICULOS";"ART_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MUERTOS";"MUE_NROINT";"NUMBER";"22";"0";"N";"8";"0"
"MUERTOS";"TRO_NROINT";"NUMBER";"22";"0";"N";"8";"0"
"MUERTOS";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"MUERTOS";"MUE_FECHA";"DATE";"7";"0";"N";"";""
"MUERTOS";"MUE_CABEZAS";"NUMBER";"22";"0";"N";"3";"0"
"MUERTOS";"MUE_ORDEN";"NUMBER";"22";"0";"N";"3";"0"
"MUERTOS";"MUE_ORDENLISTA";"NUMBER";"22";"0";"N";"3";"0"
"MUERTOS";"MUE_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"MUERTOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"MUERTOS";"MUE_FECCAR";"DATE";"7";"0";"N";"";""
"MUERTOS";"MUE_SERIELISTA";"CHAR";"1";"1";"Y";"";""
"MUERTOS";"MUE_NROLISTA";"NUMBER";"22";"0";"Y";"8";"0"
"MUERTOS";"MUE_KILOS";"NUMBER";"22";"0";"Y";"12";"3"
"MUERTOS";"TMU_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"MUERTOS";"MUE_LUGAR";"VARCHAR2";"1";"1";"Y";"";""
"NOMENSENASA";"NOM_CODIGO";"VARCHAR2";"6";"6";"N";"";""
"NOMENSENASA";"NOM_DENOM";"VARCHAR2";"50";"50";"N";"";""
"NOMENSENASA";"NOM_CUARTO";"CHAR";"1";"1";"Y";"";""
"NPED1015373";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPED1015373";"PED_FECHA";"DATE";"7";"0";"N";"";""
"NPED1015373";"PED_FECENTREGA";"DATE";"7";"0";"N";"";""
"NPED1015373";"DOM_CODIGO";"VARCHAR2";"25";"25";"N";"";""
"NPED1015373";"PED_CAMION";"NUMBER";"22";"0";"Y";"3";"0"
"NPED1015373";"PED_OBSERV";"VARCHAR2";"1000";"1000";"Y";"";""
"NPED1015373";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"NPED1015373";"PED_FECCAR";"DATE";"7";"0";"N";"";""
"NPED1015373";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPED1015373";"PED_ORDENREPARTO";"NUMBER";"22";"0";"Y";"4";"0"
"NPED1015373";"RUT_FECHA";"DATE";"7";"0";"Y";"";""
"NPED1015373";"RUT_CODIGO";"VARCHAR2";"4";"4";"Y";"";""
"NPEDDET1015373";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDDET1015373";"PEDD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"NPEDDET1015373";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDDET1015373";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDDET1015373";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDDET1015373";"PRO_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"NPEDDET1015373";"PRO_ITEM";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDDET1015373";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDDET1015373";"PEDD_KILOS";"NUMBER";"22";"0";"N";"9";"2"
"NPEDDET1015373";"PEDD_CANUNI";"NUMBER";"22";"0";"N";"4";"0"
"NPEDDET1015373";"PEDD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"NPEDDET1015373";"ART_PRECIO";"NUMBER";"22";"0";"Y";"12";"2"
"NPEDIDOS";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS";"PED_FECHA";"DATE";"7";"0";"N";"";""
"NPEDIDOS";"PED_FECENTREGA";"DATE";"7";"0";"N";"";""
"NPEDIDOS";"DOM_CODIGO";"VARCHAR2";"55";"55";"N";"";""
"NPEDIDOS";"PED_CAMION";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOS";"PED_OBSERV";"VARCHAR2";"1000";"1000";"Y";"";""
"NPEDIDOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOS";"PED_FECCAR";"DATE";"7";"0";"N";"";""
"NPEDIDOS";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS";"PED_ORDENREPARTO";"NUMBER";"22";"0";"Y";"4";"0"
"NPEDIDOS";"RUT_FECHA";"DATE";"7";"0";"Y";"";""
"NPEDIDOS";"RUT_CODIGO";"VARCHAR2";"4";"4";"Y";"";""
"NPEDIDOS";"PED_CONFIRMADO";"NUMBER";"22";"0";"N";"1";"0"
"NPEDIDOSDET";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET";"PEDD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"NPEDIDOSDET";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET";"PRO_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"NPEDIDOSDET";"PRO_ITEM";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOSDET";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET";"PEDD_KILOS";"NUMBER";"22";"0";"N";"9";"2"
"NPEDIDOSDET";"PEDD_CANUNI";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET";"PEDD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"NPEDIDOSDET";"ART_PRECIO";"NUMBER";"22";"0";"Y";"12";"2"
"NPEDIDOSDET_1022279_A_1022347";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022279_A_1022347";"PEDD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"NPEDIDOSDET_1022279_A_1022347";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022279_A_1022347";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET_1022279_A_1022347";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022279_A_1022347";"PRO_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"NPEDIDOSDET_1022279_A_1022347";"PRO_ITEM";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOSDET_1022279_A_1022347";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022279_A_1022347";"PEDD_KILOS";"NUMBER";"22";"0";"N";"9";"2"
"NPEDIDOSDET_1022279_A_1022347";"PEDD_CANUNI";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET_1022279_A_1022347";"PEDD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"NPEDIDOSDET_1022279_A_1022347";"ART_PRECIO";"NUMBER";"22";"0";"Y";"12";"2"
"NPEDIDOSDET_1022367_A_1022473";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022367_A_1022473";"PEDD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"NPEDIDOSDET_1022367_A_1022473";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022367_A_1022473";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET_1022367_A_1022473";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022367_A_1022473";"PRO_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"NPEDIDOSDET_1022367_A_1022473";"PRO_ITEM";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOSDET_1022367_A_1022473";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOSDET_1022367_A_1022473";"PEDD_KILOS";"NUMBER";"22";"0";"N";"9";"2"
"NPEDIDOSDET_1022367_A_1022473";"PEDD_CANUNI";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOSDET_1022367_A_1022473";"PEDD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"NPEDIDOSDET_1022367_A_1022473";"ART_PRECIO";"NUMBER";"22";"0";"Y";"12";"2"
"NPEDIDOS_1022279_A_1022347";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS_1022279_A_1022347";"PED_FECHA";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022279_A_1022347";"PED_FECENTREGA";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022279_A_1022347";"DOM_CODIGO";"VARCHAR2";"25";"25";"N";"";""
"NPEDIDOS_1022279_A_1022347";"PED_CAMION";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOS_1022279_A_1022347";"PED_OBSERV";"VARCHAR2";"1000";"1000";"Y";"";""
"NPEDIDOS_1022279_A_1022347";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOS_1022279_A_1022347";"PED_FECCAR";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022279_A_1022347";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS_1022279_A_1022347";"PED_ORDENREPARTO";"NUMBER";"22";"0";"Y";"4";"0"
"NPEDIDOS_1022279_A_1022347";"RUT_FECHA";"DATE";"7";"0";"Y";"";""
"NPEDIDOS_1022279_A_1022347";"RUT_CODIGO";"VARCHAR2";"4";"4";"Y";"";""
"NPEDIDOS_1022367_A_1022473";"PED_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS_1022367_A_1022473";"PED_FECHA";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022367_A_1022473";"PED_FECENTREGA";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022367_A_1022473";"DOM_CODIGO";"VARCHAR2";"25";"25";"N";"";""
"NPEDIDOS_1022367_A_1022473";"PED_CAMION";"NUMBER";"22";"0";"Y";"3";"0"
"NPEDIDOS_1022367_A_1022473";"PED_OBSERV";"VARCHAR2";"1000";"1000";"Y";"";""
"NPEDIDOS_1022367_A_1022473";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"NPEDIDOS_1022367_A_1022473";"PED_FECCAR";"DATE";"7";"0";"N";"";""
"NPEDIDOS_1022367_A_1022473";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"NPEDIDOS_1022367_A_1022473";"PED_ORDENREPARTO";"NUMBER";"22";"0";"Y";"4";"0"
"NPEDIDOS_1022367_A_1022473";"RUT_FECHA";"DATE";"7";"0";"Y";"";""
"NPEDIDOS_1022367_A_1022473";"RUT_CODIGO";"VARCHAR2";"4";"4";"Y";"";""
"OPEALMACEN";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEALMACEN";"ALM_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPEALMACENINS";"ALIN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEALMACENINS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEFAMILIAAUTCOMP";"TIN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEFAMILIAAUTCOMP";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEFAMILIAAUTCOMP";"OPF_IMPDESDE";"NUMBER";"22";"0";"N";"12";"2"
"OPEFAMILIAAUTCOMP";"OPF_IMPHASTA";"NUMBER";"22";"0";"N";"12";"2"
"OPEFRIGORIFICO";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEFRIGORIFICO";"FRI_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPEGRUPOPROCESO";"GRUP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPEGRUPOPROCESO";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPENIVELAUT";"NIVA_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"OPENIVELAUT";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEPROCESOS";"PROC_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPEPROCESOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPEPROCESOS";"OPEP_HABILITADO";"NUMBER";"22";"0";"N";"1";"0"
"OPERADORES";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPERADORES";"OPE_DENOM";"VARCHAR2";"50";"50";"N";"";""
"OPERADORES";"OPE_CLAVE";"VARCHAR2";"10";"10";"N";"";""
"OPERADORES";"OPE_USUARIO";"VARCHAR2";"10";"10";"N";"";""
"OPERADORES";"CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"OPERADORES";"OPE_FECHA";"DATE";"7";"0";"N";"";""
"OPERADORESMENU";"SUC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"OPERADORESMENU";"OPE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPERADORESMENU";"MEN_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"OPETIPOCICLODOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPETIPOCICLODOS";"TICD_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"OPETIPOCOB";"TCO_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"OPETIPOCOB";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPETIPOOP";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"OPETIPOOP";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPE_ENVIOMAILS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"OPE_ENVIOMAILS";"EML_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"ORDENESPAGO";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGO";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGO";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGO";"CAJ_CODIGO";"NUMBER";"22";"0";"N";"3";"0"
"ORDENESPAGO";"TCC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGO";"OPA_FECHA";"DATE";"7";"0";"N";"";""
"ORDENESPAGO";"OPA_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGO";"OPA_SALDO";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGO";"OPA_CONTABLE";"NUMBER";"22";"0";"N";"1";"0"
"ORDENESPAGO";"OPA_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"ORDENESPAGO";"OPA_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"ORDENESPAGO";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"ORDENESPAGO";"OPA_FECCAR";"DATE";"7";"0";"N";"";""
"ORDENESPAGO";"PLA_CODIGO";"NUMBER";"22";"0";"N";"9";"0"
"ORDENESPAGO";"OPA_SALDOINI";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGO";"OPA_LIQUIDARET";"NUMBER";"22";"0";"N";"1";"0"
"ORDENESPAGO";"OPA_ANTICIPOSUELDO";"NUMBER";"22";"0";"N";"1";"0"
"ORDENESPAGO";"OPA_TEXTOCALCRET";"VARCHAR2";"4000";"4000";"Y";"";""
"ORDENESPAGO";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGO";"OPA_OMITEMAIL";"NUMBER";"22";"0";"N";"1";"0"
"ORDENESPAGOIMP";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGOIMP";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOIMP";"OPI_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"ORDENESPAGOIMP";"TDC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGOIMP";"OPI_LETCOM";"CHAR";"1";"1";"Y";"";""
"ORDENESPAGOIMP";"OPI_PUEVEN";"NUMBER";"22";"0";"Y";"4";"0"
"ORDENESPAGOIMP";"OPI_NROCOM";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOIMP";"OPI_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGOIMP";"OPI_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"ORDENESPAGOIMPPLA";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGOIMPPLA";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOIMPPLA";"OPIP_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"ORDENESPAGOIMPPLA";"PLA_CODIGO";"NUMBER";"22";"0";"N";"9";"0"
"ORDENESPAGOIMPPLA";"OPIP_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGOIMPPLA";"OPIP_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"ORDENESPAGOIMPPLA";"CEN_CODIGO";"NUMBER";"22";"0";"Y";"5";"0"
"ORDENESPAGOIMPPLA";"OPIP_CANTIDAD";"NUMBER";"22";"0";"Y";"11";"2"
"ORDENESPAGOIMPPLA";"TRO_NROINT";"NUMBER";"22";"0";"Y";"8";"0"
"ORDENESPAGOIMPPLA";"LOT_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"ORDENESPAGOIMPPLA";"PROY_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOIMPPLA";"OPIP_FECDEVENG";"DATE";"7";"0";"N";"";""
"ORDENESPAGOSUELDO";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGOSUELDO";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOSUELDO";"OPS_ITEM";"NUMBER";"22";"0";"N";"4";"0"
"ORDENESPAGOSUELDO";"CSU_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"ORDENESPAGOSUELDO";"OPS_PERIODO";"VARCHAR2";"9";"9";"N";"";""
"ORDENESPAGOSUELDO";"OPS_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGOSUELDO";"OPS_OBSERV";"VARCHAR2";"100";"100";"Y";"";""
"ORDENESPAGOVAL";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORDENESPAGOVAL";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENESPAGOVAL";"OPV_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"ORDENESPAGOVAL";"TVA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"ORDENESPAGOVAL";"VAL_NROINT";"NUMBER";"22";"0";"Y";"8";"0"
"ORDENESPAGOVAL";"OPV_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"ORDENESPAGOVAL";"OPV_NROCOM";"NUMBER";"22";"0";"N";"12";"0"
"ORDENESPAGOVAL";"OPV_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"ORDENESPAGOVAL";"OPV_FECVEN";"DATE";"7";"0";"N";"";""
"ORDENESPAGOVAL";"OPV_FECCONC";"DATE";"7";"0";"Y";"";""
"ORDENESPAGOVAL";"BAN_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"ORDENESPAGOVAL";"OPV_DEPOTRANS";"NUMBER";"22";"0";"Y";"1";"0"
"ORDENESPAGOVAL";"OPV_CBU";"VARCHAR2";"25";"25";"Y";"";""
"ORDENTRABAJO";"OT_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"ORDENTRABAJO";"VEH_CODIGO";"VARCHAR2";"6";"6";"N";"";""
"ORDENTRABAJO";"PLAN_CODIGO";"NUMBER";"22";"0";"N";"3";"0"
"ORDENTRABAJO";"OT_KILOMETROS";"NUMBER";"22";"0";"N";"12";"2"
"ORDENTRABAJO";"OT_SOLICITO";"VARCHAR2";"50";"50";"N";"";""
"ORDENTRABAJO";"OT_FECHA";"DATE";"7";"0";"N";"";""
"ORDENTRABAJO";"OT_SOLITEL";"VARCHAR2";"50";"50";"N";"";""
"ORDENTRABAJO";"OT_DESCRIPCION";"VARCHAR2";"200";"200";"N";"";""
"ORDENTRABAJO";"OT_ESTADO";"NUMBER";"22";"0";"N";"1";"0"
"ORDENTRABAJO";"OT_REPARACION";"VARCHAR2";"200";"200";"N";"";""
"ORDENTRABAJO";"OT_FECHACIERRE";"DATE";"7";"0";"Y";"";""
"ORDENTRABAJO";"OT_RETIRO";"VARCHAR2";"50";"50";"Y";"";""
"ORDENTRABAJO";"OT_FECHARETIRO";"DATE";"7";"0";"Y";"";""
"ORDENTRABAJO";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"ORDENTRABAJO";"CIE_OPE_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"ORDENTRABAJO";"OT_FECCAR";"DATE";"7";"0";"N";"";""
"ORIGENINFORME";"ORI_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ORIGENINFORME";"ORI_DENOM";"VARCHAR2";"40";"40";"N";"";""
"PAISES";"PAIS_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"PAISES";"PAIS_DENOM";"VARCHAR2";"40";"40";"Y";"";""
"PAISES_ISO3166";"NOMBRE";"NVARCHAR2";"200";"100";"N";"";""
"PAISES_ISO3166";"NAM";"NVARCHAR2";"200";"100";"N";"";""
"PAISES_ISO3166";"NOM";"NVARCHAR2";"200";"100";"N";"";""
"PAISES_ISO3166";"ISO2";"NVARCHAR2";"4";"2";"N";"";""
"PAISES_ISO3166";"ISO3";"NVARCHAR2";"6";"3";"N";"";""
"PAISES_ISO3166";"PHONECODE";"NVARCHAR2";"40";"20";"Y";"";""
"PALLETS";"PAL_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"PALLETS";"PAL_ARMADO";"NUMBER";"22";"0";"N";"1";"0"
"PALLETS";"PAL_SECTOR";"VARCHAR2";"3";"3";"Y";"";""
"PALLETS";"PAL_ALTURA";"VARCHAR2";"2";"2";"Y";"";""
"PALLETS";"PAL_FECUBICACION";"DATE";"7";"0";"Y";"";""
"PALLETS";"PAL_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"PALLETS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"PALLETS";"PAL_FECCAR";"DATE";"7";"0";"N";"";""
"PALLETS";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"PALLETS";"UP_POSICION";"NUMBER";"22";"0";"Y";"8";"0"
"PALLETS";"UP_MODULO";"NUMBER";"22";"0";"Y";"8";"0"
"PALLETS";"UP_BLOQUE";"VARCHAR2";"2";"2";"Y";"";""
"PALLETS";"UP_PISO";"VARCHAR2";"1";"1";"Y";"";""
"PALLETSDET";"PAL_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"PALLETSDET";"PRO_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"PALLETSDET";"PRO_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"PARAMETROS";"PAR_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
